user_id,recipe_id,date,rating,review
128473,66241,2012-04-03,5,"Excellent pancakes Nimz.  These were awesome, big, thick, light, tender and fluffy.  The pancakes were so flavorful.  I love buttermilk pancakes and these are some of the best I have ever tried.  Garnished with some melted butter and icing sugar.  They really didn't need anything else. Thanks for sharing another recipe that has gone into my keeperbox. Made for Spring Pac 2012."
1179225,66241,2018-03-28,5,Classic! Wouldn't change a thing. Thank you for posting the recipe.
95743,63828,2005-02-22,0,"Hate to buck the trend here but this didn't work well for me.  I followed the instructions exactly and the roast was, in my opinion, overdone and dry.  It did register precisely at 140 degrees when I removed it from the oven and I had brined it before roasting.  Not sure how to improve my results with this method.  "
140132,63828,2010-06-17,5,Came out perfectly cooked ..... tender adn juicy.
560491,63828,2012-09-11,5,My oven only goes to 500 degrees so set it for that; also my tenderloin was a little over 1 pound so I cooked it for 9 minutes and then turned it off and left the oven closed.  My tenderloin was a little too rare for our liking; not sure if it was under cooked or cooked perfectly but looked under cooked based on how we usually cook it (we may just over cook it usually).  Was very tender and juicy and I just sauteed the slices in a pan for a couple minutes on each side to be sure it was cooked through.  Will use this method again; even with cooking the tenderloin slices afterwards it still turned out more moist and tender than any other way we have cooked it.  Made for Help A Naked Recipe Tag in the Photo Forum.
126440,63828,2014-12-17,5,Turned out great so moist and nice.
47892,150384,2007-08-07,5,"I tried this soup over a month ago and forgot to review it. Very good! The perfect consistency-not too thick and not watery either. I used fresh broccoli from a local farm and Tillamook cheese from Oregon! This is a straight shooter: no Velveeta, onion soup mix, canned cheese soup, etc. We love the hint of nutmeg! Thanks for posting! cg"
199848,150384,2009-11-04,5,"Great soup!  Just the right texture.  The carrots add a nice bit of sweetness.  I made this as written, but streamlined the method to use only one pot.  I used fat free half and half with great success.   This is definitely a keeper; thanx!"
140132,150384,2010-01-12,5,"So good.  I made this last night and it was so good.  I took the advice of other reviewers and blended half the soup and left half ""chunky"".  We loved this.  Its creamy and flavorful.  Thankyou for sharing this with us."
222564,150384,2013-01-11,3,"Lovely, tasty soup. Made with full fat milk, boiled the veggies from the start with the soup, so halved the cooking time. Would leave carrots out next time and increase broccoli."
53932,150384,2013-01-18,5,"Excellent.  Just as a personal preference, I would use less nutmeg next time."
126440,150384,2013-01-22,5,Perfect thickness and creaminess.  Loved it.  Put mine in the blender and served with Russian Black bread.
8688,150384,2013-01-27,5,"This is an excellent recipe.  I cannot compare it to Panera as making it by this recipe is the only way I have experienced this soup.  I made it healthier by using Earth Balance in place of butter, using Better than Bouillon (vegetarian no chicken base) with water instead of chicken stock.  I also used my immersion blender to cream the soup after the vegetables were tender.  The flavor  and texture of this soup is perfect for our taste!  Thank you so much for sharing!  I will definitely make again!"
131126,79944,2004-12-26,5,"Our family loved this recipe!! The chicken tastes wonderful & when finished looks so attractive on the plate. I couldn't find the pre-mixed cream cheese, so mixed dried chives into 2 packages of cream cheese. Everyone raved about this dish.  Thanks Tish for sharing your recipe!"
179133,79944,2005-02-04,5,"Had this for dinner tonight with green beans, squash (#109335) and rolls. Chicken was delish! Was easy to prepare and was very moist and creamy. We didn't broil for the full 5 minutes - didn't need to. Thanks nnreq for a great recipe!"
101823,79944,2005-10-07,4,"I downsized this recipe for only 2 chicken breasts, as I was only serving my husband and myself.  3 tablespoons of cream cheese seemed like a lot for each breast, and I reduced that amount to better suit our tastes.  I also could see no reason for the added butter or salt and omitted them.  My chicken rolled nicely and didn't need toothpicks for securing.  The bacon added a nice flavor dimension to the chicken and creamy filling.  This was simple to prepare and made an easy meal for a weeknight."
140132,79944,2007-01-30,5,I made this as written using thin sliced chicken breasts.  This is delicious although very rich.  My whole family enjoyed this very much.  I am thinking this is a good entertaining recipe as it is a beautiful and delicious. Thank you for a great dish for everyday and special events.....Stephanie
1072593,79944,2010-09-25,5,Da'yum'...this was good!
222564,79944,2011-11-28,5,This is most magnificiently delicious chicken ever!
101823,52035,2003-12-25,4,My hubby loved these.  They were a good addition to my Christmas goodie trays.  Very easy and the presentation (with the chocolate drizzle garnish) is a nice finishing touch.    
89831,52035,2006-12-27,4,"I made these for my xmas holiday tray, warning!... they are extrememly rich and sweet, so I rolled them into very small balls, they were enjoyed by my guests over the holidays, thanks for sharing New Nana!...Kittencal:)"
140132,52035,2010-01-03,5,"I made these with my DD's yesterday and they are so good.  I usually make them for Christmas but we ran out of time so this is the one recipe they said we HAD
to make still.  Thank you for posting, this is truly a keeper."
560491,52035,2010-12-17,5,"These are so good and rich!  I started crushing with my food processor, but then it stopped working; so I dumped the cookies into my stand mixer and let it run for about 5 minutes and then put the cream cheese in and ran for about 2 more minutes.  Surprisingly everything was crushed and mixed up and no big chunks left!  These are easy to make and such a rich treat!  Made for the Christmas cookie trays and the Photo Forums' 2010 Holiday Celebration."
1179225,52035,2011-12-10,5,"I can't believe I've never reviewed these. Everytime I make them they disappear. I make mine smaller only because they're so rich. I agree with others that it's best to crush the oreos either with a rolling pin or food processor, then mix with a mixer. I found using two toothpicks is the easiest way to get them covered with chocolate and then pulled out of the chocolate. They turn out so pretty. Thanks for posting this great recipe!"
222564,52035,2012-12-01,5,Fantastic!
4470,8739,2001-07-24,5,I don't know if I enjoyed the quacamole or the intro to this recipe the most.  Both are great!
41578,8739,2002-08-20,5,"Everyone agreed, this is by far the best Guacamole I have ever made.  Served with tortilla chips and your Cheese Enchilads with Sour Cream Sauce and you have an excellent meal.  Thanks for sharing this.   :-)"
88099,8739,2004-12-26,5,"I know you probably don't need another 5 star, but this was the best Guacamole I have yet to make.  Everyone really enjoyed.  Took it to our family Christmas gathering and it went over well.  Thanks for posting."
158086,8739,2006-03-27,5,"This was the best guacamole I have ever had, and I just got back from the Riviara Maya and ate this stuff every day there...I will be making this alot"
209747,8739,2006-05-24,5,TexMex best! Great recipe! Thanks for sharing!
140132,8739,2008-01-28,5,OMG....this is so very good.  I love guacamole and this is the BEST.  DD and I couldn't quit eating this.  Thank you for posting this excellent recipe...Stephanie
37449,8739,2008-08-14,5,"I scaled this recipe down for 1 avocado. I love cilantro, but didn't have any so left that out. I had it on 9-grain toast and it was so yummy! Thanks Mark!"
8688,8739,2008-12-21,5,So delicious and so simple to prepare on the spur of the moment!  I served with recipe#131176. Thanks Mark for sharing this recipe : )
386585,8739,2009-04-16,5,"I have never made homemade guacamole before, and this recipe had me looking like a pro!  I will definitely be making this often."
58104,8739,2009-04-27,5,"Mark, You know how to get one attention!! I did use chopped cilantro & 1 diced jalapeno pepper. We do like it HOT! I didn`t have any tomatoes because I just made my Smoking Salsa recipe #70375 with the last of my garden tomatoes so I replaced the tomato with 1/2 cup salsa. So yummy creamy good! Do use the skin as well! No I really mean don`t forget the skin of the avocado can be rubbed on rough skin surfaces(elbow,knees, Or even do a face mask)"
126440,8739,2009-08-09,5,"Great Guacamole.  I made it for 2 and it went fast.  Our jalapeno was spicy, oh so good."
1179225,8739,2012-12-10,5,The perfect classic guacamole!
593927,8739,2013-02-25,5,"I like a bit more garlic but this is a nice version of guacamole. I used prefect avocados and I loved the crushing with a big spoon and the texture it gave the final product. I used the greater amount of organic garlic, sorry but I used less than half a lemon which I love generally adding even more, plum tomato, regular onion, sea salt and the optional cilantro (a small hand full, would add more next time) for it's detoxing of heavy metals and just love it anyway! Made for Healthy Choices Tag Game 2013%u200F."
8688,66121,2007-04-22,5,"Tish, we enjoyed this immensely!!  I used one ribeye steak and two filet mignon   which was so tender and delicious in this recipe.  I think I ended up using too much cornstarch, which I will make a point of not doing next time, because the sauce became too thick, but delicious none the less.  This is a very simple recipe and very quick to prepare serve with rice.  I will be making this again and again!  Thank you so much, Tish : )"
158086,66121,2007-11-01,4,"This was very good and very easy to prepare, I did use sugar free brown sugar and thicken it up with cornstarch...turned out great.."
88099,66121,2009-03-06,5,"I haven't had P.F. Chang's Mongolian Beef, but this was very good.  It did take me longer to make it than stated but I was also making egg drop soup.  I missed having some vegetables along with the meat.  May add that next time and some crushed red pepper flakes to kick up the flavor for us.  But made as written and was very pleased.  Thanks Tish."
222564,66121,2009-03-11,5,"5 stars all the way! I did use 1 tbs ginger, as we just love it, and only 1/2 cup brown sugar, but these are just personal preference."
140132,66121,2010-01-06,5,"Fantastic!  I made this tonight and my family and I devoured it.  I did read the reviews and cut back on the brown sugar, by half.  The meat is so tender and flavorful.  I added one whole bunch of green onions and it was perfect.  I served this with fried rice and hot and sour soup.  thank you for sharing this restaurant quality meal."
400708,66121,2010-01-28,5,"This is one great recipe, fairly easy to put together and a wonderful taste.  Never had it at PF Chang's but sure enjoyed it at home.  I did follow Williamwhy's suggestion and added a small amount of sesame oil and then marinated the meat in the sauce for 2 hours prior to frying.  I think it did help to increase the flavor level.  I think next time I'll just pan fry the beef also as deep frying didn't seem to make much differance.  Served this with steamed rice and a side of recipe#12563 - YUMMY!!!"
176615,66121,2012-04-03,5,"The family loved it! Tastes just like the original. I doubled the recipe and would highly suggest doing so. Easy to make. Thanks, Tish, for sharing the recipe!"
1179225,66121,2012-11-14,5,"Totally satisfied the craving for PF Changs!  I was craving Mongolian beef like CRAZY! I'm completely ignoring the nutritional facts, because I had to have it. I used the whole bunch of green onions and used less brown sugar and it turned out great! Thanks for sharing the recipe."
486725,66121,2013-11-09,5,"Excellent. The sauce is not quite exactly like PF Chang&#039;s, but it is still a delicious dish and definitely repeat worthy. I did not deep fry the meat, halved the soy/water (it was still plenty) and used only 2 tablespoons of the brown sugar (so it would not be sweet for us). Next time I would also increase the aromatics, maybe add more flavors to increase the complexity of the sauce, and add the cornstarch to the sauce instead of the meat, to avoid the mess that created. I think this would work equally well to halve the meat and add veggies to it too. A thoroughly enjoyable meal!"
136997,80536,2005-01-18,5,This was fabulous! Very rich tasting. I added a little more garlic as we love it. Served with the egg noodles as suggested and a side salad. YUM! 
158086,80536,2005-09-26,5,Made this for Sunday dinner...turned out very good...I put in a little quick tapioca the last hour to thicken and it turned out perfect.
8688,80536,2007-12-16,4,"We enjoyed this so much.  The beef was nice and tender and the sauce had a surprise sweetness which enhanced the flavor of the stew.  I used baby carrots which helped ease the prep work and served with the suggested side of buttered egg noodles.  Next time I make this, I will reduce the amount of the hoisin sauce.  Thank you so much, Evelyn!"
369715,80536,2008-01-25,5,This was very good and easy to make. I followed the recipe as far as the ingredients but I put everything in the crock pot and cooked it for 6 hours. It was so moist. It also smelled so good when I came home from work. Everyone really enjoyed it.
222564,80536,2009-03-06,5,Unique with some hoisin sauce and very delicious!
126440,80536,2009-10-23,5,Great stew.  I made half a recipe and it was perfect for the two of us with a little left over.
140132,80536,2012-02-08,5,Oh my goodness this is wonderful.  I made this tonight with some homemade bread and it was delicious.  It had a distinct flavor from the hoisin sauce that is like no other stew I've made.  Thank you so much for sharing this with us.
305531,80536,2016-11-04,5,"This was a delicious stew that I really enjoyed. Thanks for sharing, Ev."
88099,56103,2003-07-12,2,This was an okay dish but highly over rated.  I don't think it is a 5star recipe.
101823,56103,2003-11-16,5,"Hubby and I had these tonight as a side with roasted chicken. Hubby had no complaints, as brussel sprouts are one of his favorite vegetables.  I ate more brussel sprouts than chicken!  The roasting process really brings out a delicious flavor.  I don't usually use much salt, but added a good pinch of coarse kosher salt prior to roasting and a little more after.  I will definatly make these again."
80353,56103,2003-11-28,5,"Yum!  I am a devotee of sprouts and hoped to turn my family on to them.  Well, I got to enjoy the whole pan to myself!  Brown and crunchy on the outside, with a sprinkle of salt, smooth and creamy inside.  I had half for dinner yesterday and half for breakfast this morning (I only made up a half batch of the recipe).  This didn't turn my family onto sprouts, but that's not the recipe's fault.  I just have to accept the fact that some people will just never like Brussels Sprouts :-( and only make them for myself :-)"
4470,56103,2003-12-18,5,  I have forced myself and taught myself to like veggies and I eat at least two fresh ones every day but with this recipe I LOVE Brussels Sproats!   It truly gives a different dimension to sprouts. Thank You Laura Lee and my iron seeking body thanks you too
67656,56103,2004-11-26,3,"With so many great reviews, I was a little disappointed with this dish. The lemon flavor was just a bit too strong for my taste. If I were to make this again, I would do a little less lemon pepper and a little white pepper or a smidge of garlic powder. "
176615,56103,2004-12-04,5,"Amazingly simple and wonderful! The recipe as stated is quite good, also the suggestions in the other reviews for a drizzle of balsamic vinegar or parmesan are super, even plain with olive oil and kosher salt is quite tasty. I've made them with fresh and frozen brussel sprouts with good results. "
95743,56103,2005-02-20,5,This may be my new favorite way to prepare Brussels sprouts.  I cut them in half and they roasted in about 20 minutes.  So easy and simple.  Terrific taste.
158086,56103,2006-01-11,5,Fabulous way to make brussel sprouts....smells up the house but well worth it....
280271,56103,2006-11-12,5,"Great new way to cook brussel sprouts. Quick and easy. I will be making this again. Really liked the flavor and ease of preperation. Mine also came out on the dark side. Next time may try cooking on a lower temp. and less time. Thanks, Sharon123 for posting this tasty dish."
53932,56103,2007-01-12,5,I agree with everyone else.  These are excellent.
89831,56103,2007-02-02,5,"So so so good! I have made these before but this is a first using lemon-pepper seasoning, will be making again, thanks for sharing hon!...Kitten:0"
157425,56103,2007-12-25,5,"Loved these brussels sprouts! I also used frozen than roasted in the oven for about 15 minutes. Used a little more lemon pepper seasoning, my favorite, and a sprinkle of kosher salt. Next time I think I would leave the salt out for my taste. Sharon great recipe, thank you!"
226863,56103,2008-12-03,5,"Delicious!  I was a little scared when I saw how dark the brussel sprouts were getting, but they tasted great!  I loved them.  Thanks so much for posting a recipe I'll make again and again!  Made for Everyday is a Holiday Tag!"
133174,56103,2010-01-17,5,I can well understand why these have so many wonderful reviews.  The perfect way to prepare fresh sprouts.  Thanks Sharon for a wonderful new side.
369715,56103,2010-10-15,4,Good and easy to make. Followed the recipe as written using pepper and not the lemon pepper as that is all I had.
486725,56103,2013-01-31,5,"Wow, so awesome! I love that this is super quick and easy and they come out so brown and crispy and delicious. I used fresh brussels sprouts (I can't imagine it would work well with frozen). I didn't measure the oil, but probably got away with halving it. 35 minutes seemed to be perfect for whole brussels sprouts. I can see why this went into someone's best of the year cookbook!"
323186,56103,2013-11-18,5,"Lovely way to do an old favourite,  and so easy :)    Thank you Sharon, made and enjoyed for PRMR tag game"
482376,56103,2014-02-06,5,Delish! Super easy and very flavorful. I just love roasted Brussels sprouts and this recipe was a winner. Thank you!
128473,56103,2014-02-10,5,"Wow, wow, wow Sharon.  I am not a huge fan of Brussel sprouts, but I may be now.  These little sprouts were oh so lovely, soft, tender, slightly sweet with a nice dark outer skin that had a great bite.   Made exactly as written wouldn&#039;t change a thing. They were so quick and easy to make, I know that we will be enjoying these again.  Made for the Best of 2013, Kudos to you for making it into my Best of Cookbook for 2014."
386585,56103,2014-02-18,5,"So, so good!  Good enough to convert the haters to lovers!  The only thing I would caution is to check the ingredient list on your lemon-pepper seasoning to make sure it doesn&#039;t contain salt.  I didn&#039;t realize that what I happened to have did.  Luckily I caught it, or I would have had some salty sprouts!"
1179225,56103,2014-11-23,3,"This recipe didn&#039;t work out too well for me. The brussels turned out dry on the outside and mushy inside. I think they should have come out 10 or 15 mins. sooner, but then they may have lost the roasted flavor. These just weren&#039;t for us. Thanks for posting the recipe. It&#039;s always fun trying new things."
160974,52272,2006-10-07,4,"This was indeed fabulous clam chowder. I omitted the dill and used some fresh garlic, black pepper, and dried parsley. I used a previous reviewers suggestion and used 1 cup fat free half and half and the rest low-fat milk. I cooked my potatoes separately and put everything into the slow cooker to heat. This was fast and tasty.  Thanks Teen!

Roxygirl

Roxygirl"
400708,52272,2007-10-21,4,"Made this on a cool fall evening and served with recipe #70470, yummy.  I made it exactly as directed and DH and I truly enjoyed it.  Only thing I would try next time is to cut the bacon in half (personal preferance) as we felt it overpowered the clam taste a little and we like the clams.  But will sure make it again.  We did have quite a bit left over (only 2 of us) so froze the remainder in individual containers and when we took it out to reheat on the stove, no problem and very good, though not as good as creamy and thick as the first time.  Thanks teen for a great recipe."
8688,52272,2007-12-22,5,"For being such a simple recipe, this provided excellent results!  I made this using all ingredients I had on hand and served with a tossed green salad and crusty Italian bread.  Thanks for sharing!"
126440,52272,2008-12-04,5,"Made this delicious recipe and served with Recipe #98636 Cheese and Garlic Drop Biscuits. It is very thick and delicious.  I only had minced clam, so added a can of crab.  Still have some left for lunch."
140132,52272,2009-02-10,4,"This was good and very simple to prepare.  I made this on a cold and wintery day and was very happy.  This was thick and rich and very good.  I will continue to make this recipe, we all enjoyed it. Thank you for posting."
